,Country,EdLevel,YearsCodePro,Age,Gender,Salary
777,Norway,Bachelor’s degree,2.0,25-34 years old,Man,66371.0
781,United States of America,Bachelor’s degree,6.0,25-34 years old,Man,160000.0
782,India,Bachelor’s degree,2.0,18-24 years old,Man,28374.0
784,United States of America,Bachelor’s degree,12.0,35-44 years old,Man,160000.0
788,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,16.0,35-44 years old,Man,125639.0
790,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,25-34 years old,Man,55910.0
792,Canada,Less than a Bachelors,6.0,25-34 years old,Man,163977.0
795,United States of America,Less than a Bachelors,13.0,35-44 years old,Man,88000.0
797,Romania,Bachelor’s degree,2.0,18-24 years old,Man,72480.0
799,Netherlands,Less than a Bachelors,6.0,25-34 years old,Man,31993.0
801,Poland,Master’s degree,9.0,25-34 years old,Man,69372.0
805,Czech Republic,Bachelor’s degree,12.0,35-44 years old,Man,57156.0
806,United States of America,Bachelor’s degree,6.0,25-34 years old,Man,142500.0
809,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,20.0,35-44 years old,Man,87948.0
810,Germany,Master’s degree,18.0,35-44 years old,Man,127968.0
811,Denmark,Master’s degree,27.0,45-54 years old,Man,111840.0
816,Other,Less than a Bachelors,5.0,25-34 years old,Man,11244.0
818,United States of America,Post grad,20.0,35-44 years old,Man,134000.0
819,Germany,Bachelor’s degree,4.0,18-24 years old,Man,60040.0
820,United States of America,Less than a Bachelors,6.0,35-44 years old,Man,175000.0
821,Denmark,Bachelor’s degree,8.0,35-44 years old,Man,77688.0
823,Germany,Less than a Bachelors,17.0,35-44 years old,Man,74651.0
826,United States of America,Post grad,7.0,35-44 years old,Man,100000.0
828,France,Master’s degree,4.0,25-34 years old,Man,38392.0
829,Other,Master’s degree,13.0,35-44 years old,Man,43584.0
832,France,Master’s degree,1.0,18-24 years old,Man,49056.0
834,Canada,Bachelor’s degree,4.0,18-24 years old,Man,200000.0
838,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,25-34 years old,Man,138203.0
839,United States of America,Bachelor’s degree,4.0,25-34 years old,Man,150000.0
842,United States of America,Bachelor’s degree,8.0,25-34 years old,Man,147000.0
843,United States of America,Less than a Bachelors,10.0,35-44 years old,Man,165000.0
844,Brazil,Bachelor’s degree,5.0,25-34 years old,Man,16200.0
845,Italy,Less than a Bachelors,12.0,25-34 years old,Man,36259.0
853,India,Master’s degree,6.0,25-34 years old,Man,24118.0
854,United States of America,Bachelor’s degree,8.0,25-34 years old,Man,140000.0
855,United States of America,Bachelor’s degree,7.0,25-34 years old,Woman,116000.0
857,United States of America,Bachelor’s degree,10.0,25-34 years old,Man,155000.0
858,United States of America,Bachelor’s degree,16.0,35-44 years old,Man,175000.0
860,United States of America,Less than a Bachelors,3.0,18-24 years old,Man,135000.0
868,United States of America,Bachelor’s degree,2.0,35-44 years old,Man,140000.0
869,Sweden,Less than a Bachelors,10.0,25-34 years old,Man,75576.0
870,United States of America,Bachelor’s degree,4.0,25-34 years old,Man,61000.0
871,United States of America,Bachelor’s degree,24.0,35-44 years old,Man,178000.0
877,United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,35-44 years old,Man,125639.0
878,United States of America,Post grad,10.0,35-44 years old,Man,160000.0
879,United States of America,Bachelor’s degree,2.0,18-24 years old,Man,89000.0
881,United States of America,Less than a Bachelors,0.5,18-24 years old,Man,50000.0
882,United States of America,Bachelor’s degree,13.0,35-44 years old,Man,185000.0
883,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,16.0,35-44 years old,Man,100511.0
884,United States of America,Bachelor’s degree,3.0,18-24 years old,Man,90000.0
887,France,Master’s degree,2.0,18-24 years old,Man,30713.0
892,United States of America,Less than a Bachelors,7.0,18-24 years old,Man,62500.0
897,Other,Bachelor’s degree,1.0,25-34 years old,Man,39276.0
902,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,25-34 years old,Man,182177.0
908,United States of America,Master’s degree,11.0,35-44 years old,Man,180000.0
917,Norway,Bachelor’s degree,3.0,25-34 years old,Man,67409.0
920,United States of America,Bachelor’s degree,6.0,25-34 years old,Man,80000.0
923,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,25-34 years old,Man,69102.0
925,United States of America,Less than a Bachelors,1.0,18-24 years old,Man,128750.0
926,Germany,Less than a Bachelors,4.0,25-34 years old,Man,34126.0
928,United States of America,Less than a Bachelors,8.0,25-34 years old,Man,125000.0
930,United States of America,Bachelor’s degree,4.0,25-34 years old,Man,80000.0
935,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,3.0,18-24 years old,Man,45858.0
936,Belgium,Bachelor’s degree,7.0,25-34 years old,Man,63986.0
939,United States of America,Less than a Bachelors,4.0,18-24 years old,Man,170000.0
940,Sweden,Less than a Bachelors,35.0,45-54 years old,Man,65820.0
941,India,Bachelor’s degree,8.0,25-34 years old,Man,77383.0
943,United States of America,Less than a Bachelors,4.0,25-34 years old,Man,100000.0
944,Norway,Bachelor’s degree,10.0,35-44 years old,Man,103705.0
947,United States of America,Bachelor’s degree,0.5,18-24 years old,Woman,120000.0
949,United States of America,Less than a Bachelors,13.0,35-44 years old,Man,200000.0
950,United States of America,Bachelor’s degree,2.0,18-24 years old,Man,165000.0
951,Denmark,Master’s degree,2.0,25-34 years old,Man,77436.0
953,Hungary,Bachelor’s degree,10.0,35-44 years old,Man,46872.0
954,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25.0,45-54 years old,Man,163331.0
955,Switzerland,Post grad,15.0,35-44 years old,Man,134445.0
956,Hungary,Master’s degree,23.0,35-44 years old,Man,117168.0
957,Denmark,Less than a Bachelors,0.5,Under 18 years old,Man,50200.0
958,Australia,Post grad,20.0,45-54 years old,Man,99080.0
959,India,Bachelor’s degree,6.0,25-34 years old,Man,51589.0
961,Israel,Bachelor’s degree,10.0,25-34 years old,Man,125544.0
965,Argentina,Less than a Bachelors,14.0,35-44 years old,Man,30300.0
966,United States of America,Less than a Bachelors,3.0,25-34 years old,Man,95000.0
967,Other,Bachelor’s degree,9.0,25-34 years old,Man,33924.0
968,France,Bachelor’s degree,18.0,25-34 years old,Man,33603.0
969,Poland,Bachelor’s degree,3.0,18-24 years old,Man,31908.0
970,United States of America,Less than a Bachelors,9.0,35-44 years old,Man,81000.0
971,United States of America,Bachelor’s degree,7.0,18-24 years old,Man,80000.0
976,United States of America,Master’s degree,0.5,18-24 years old,Man,105000.0
977,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,18-24 years old,Man,37692.0
980,Belgium,Less than a Bachelors,4.0,25-34 years old,Man,53748.0
981,Netherlands,Bachelor’s degree,6.0,25-34 years old,Man,83184.0
985,Finland,Bachelor’s degree,12.0,35-44 years old,Man,74651.0
987,United States of America,Master’s degree,14.0,35-44 years old,Man,195000.0
988,Spain,Master’s degree,7.0,25-34 years old,Man,69318.0
989,Israel,Less than a Bachelors,23.0,35-44 years old,Man,157836.0
993,Sweden,Bachelor’s degree,20.0,35-44 years old,Man,48756.0
997,United States of America,Less than a Bachelors,4.0,25-34 years old,Man,181000.0
1000,Hungary,Bachelor’s degree,23.0,45-54 years old,Man,40176.0
1003,Germany,Master’s degree,4.0,35-44 years old,Man,85315.0
1004,France,Master’s degree,18.0,35-44 years old,Man,92136.0
1005,United States of America,Bachelor’s degree,3.0,25-34 years old,Man,82000.0
1006,United States of America,Less than a Bachelors,9.0,25-34 years old,Man,180000.0
1007,Other,Master’s degree,2.0,18-24 years old,Man,13464.0
1008,Other,Master’s degree,8.0,25-34 years old,Man,40956.0
1010,Denmark,Master’s degree,10.0,25-34 years old,Man,80868.0
1012,Czech Republic,Master’s degree,3.0,25-34 years old,Man,28584.0
1014,Hungary,Less than a Bachelors,8.0,25-34 years old,Man,53568.0
1015,Canada,Bachelor’s degree,21.0,35-44 years old,Man,156168.0
1016,Other,Post grad,26.0,45-54 years old,Man,127972.0
1022,Germany,Master’s degree,6.0,25-34 years old,Man,111976.0
1023,Canada,Bachelor’s degree,3.0,25-34 years old,Man,55830.0
1024,Germany,Bachelor’s degree,3.0,18-24 years old,Man,89581.0
1025,Denmark,Bachelor’s degree,6.0,25-34 years old,Man,106680.0
1030,Canada,Bachelor’s degree,5.0,25-34 years old,Man,117126.0
1034,South Africa,Bachelor’s degree,4.0,25-34 years old,Man,39449.0
1036,United States of America,Bachelor’s degree,20.0,35-44 years old,Man,112000.0
1038,United States of America,Bachelor’s degree,11.0,25-34 years old,Man,90000.0
1040,United States of America,Bachelor’s degree,16.0,35-44 years old,Man,130000.0
1041,United States of America,Bachelor’s degree,10.0,25-34 years old,Man,122500.0
1042,Other,Master’s degree,4.0,25-34 years old,Man,32588.0
1043,United States of America,Bachelor’s degree,4.0,25-34 years old,Man,91000.0
1044,Sweden,Master’s degree,6.0,25-34 years old,Man,52104.0
1047,Portugal,Bachelor’s degree,7.0,25-34 years old,Man,53322.0
1049,United States of America,Master’s degree,7.0,35-44 years old,Man,150000.0
1051,United States of America,Bachelor’s degree,0.5,18-24 years old,Man,120000.0
1056,Canada,Bachelor’s degree,0.5,18-24 years old,Woman,46850.0
1062,Israel,Bachelor’s degree,7.0,25-34 years old,Man,172188.0
1068,Italy,Bachelor’s degree,2.0,18-24 years old,Man,117308.0
1069,Canada,Bachelor’s degree,17.0,35-44 years old,Man,101509.0
1070,United States of America,Master’s degree,3.0,18-24 years old,Man,92000.0
1073,South Africa,Master’s degree,8.0,35-44 years old,Man,164370.0
1074,United States of America,Master’s degree,7.0,25-34 years old,Man,95000.0
1076,United States of America,Less than a Bachelors,0.5,25-34 years old,Man,45000.0
1078,Germany,Bachelor’s degree,2.0,18-24 years old,Man,16632.0
1079,Canada,Bachelor’s degree,15.0,35-44 years old,Man,140556.0
1082,Spain,Bachelor’s degree,10.0,35-44 years old,Man,35192.0
1083,United Kingdom of Great Britain and Northern Ireland,Master’s degree,0.5,25-34 years old,Man,43974.0
1084,Canada,Bachelor’s degree,6.0,25-34 years old,Man,81988.0
1086,Germany,Less than a Bachelors,2.0,18-24 years old,Woman,49908.0
1088,United States of America,Master’s degree,16.0,35-44 years old,Woman,140000.0
1090,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,25-34 years old,Man,113075.0
1091,United States of America,Bachelor’s degree,1.0,25-34 years old,Man,110000.0
1097,United States of America,Less than a Bachelors,10.0,35-44 years old,Man,100000.0
1099,Netherlands,Less than a Bachelors,5.0,18-24 years old,Man,76788.0
1100,United States of America,Bachelor’s degree,5.0,25-34 years old,Man,85000.0
1102,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,25-34 years old,Man,113075.0
1104,United States of America,Bachelor’s degree,8.0,25-34 years old,Man,165000.0
1105,United States of America,Master’s degree,3.0,25-34 years old,Man,180000.0
1106,Brazil,Master’s degree,10.0,35-44 years old,Man,110000.0
1107,Other,Less than a Bachelors,5.0,25-34 years old,Man,31176.0
1108,Brazil,Post grad,7.0,35-44 years old,Man,32412.0
1109,United States of America,Less than a Bachelors,22.0,35-44 years old,Man,120000.0
1111,United States of America,Bachelor’s degree,3.0,25-34 years old,Man,85000.0
1112,Netherlands,Master’s degree,0.5,18-24 years old,Man,42657.0
1116,France,Master’s degree,18.0,35-44 years old,Man,159950.0
1119,Canada,Master’s degree,11.0,35-44 years old,Man,100000.0
1120,United States of America,Bachelor’s degree,2.0,18-24 years old,Man,140000.0
1121,Canada,Less than a Bachelors,18.0,35-44 years old,Man,64029.0
1124,Poland,Bachelor’s degree,3.0,18-24 years old,Man,33300.0
1126,Other,Less than a Bachelors,0.5,18-24 years old,Man,18048.0
1129,United States of America,Bachelor’s degree,4.0,25-34 years old,Man,130000.0
1130,Sweden,Master’s degree,22.0,45-54 years old,Man,73140.0
1131,Brazil,Less than a Bachelors,17.0,35-44 years old,Man,37392.0
1132,India,Master’s degree,3.0,25-34 years old,Man,64486.0
1134,United States of America,Bachelor’s degree,3.0,18-24 years old,Man,93000.0
1137,United States of America,Less than a Bachelors,4.0,25-34 years old,Man,170000.0
1138,Sweden,Master’s degree,3.0,25-34 years old,Man,63384.0
1140,Finland,Bachelor’s degree,15.0,45-54 years old,Man,44796.0
1141,United States of America,Bachelor’s degree,7.0,25-34 years old,Man,170000.0
1145,United States of America,Master’s degree,6.0,18-24 years old,Man,115000.0
1150,Austria,Less than a Bachelors,0.5,18-24 years old,Man,47776.0
1151,Denmark,Master’s degree,10.0,25-34 years old,Man,22226.0
1152,Poland,Master’s degree,15.0,35-44 years old,Man,125000.0
1154,United States of America,Bachelor’s degree,7.0,35-44 years old,Man,100000.0
1155,United States of America,Master’s degree,2.0,18-24 years old,Man,151000.0
1156,France,Master’s degree,6.0,25-34 years old,Man,42231.0
1157,Canada,Bachelor’s degree,0.5,18-24 years old,Man,48998.0
1159,Hungary,Less than a Bachelors,8.0,35-44 years old,Man,60252.0
1161,United States of America,Less than a Bachelors,6.0,25-34 years old,Man,200000.0
1162,United States of America,Bachelor’s degree,7.0,25-34 years old,Man,159000.0
1163,Canada,Bachelor’s degree,1.0,25-34 years old,Man,54020.0
1164,Denmark,Master’s degree,7.0,35-44 years old,Man,110124.0
1167,South Africa,Master’s degree,6.0,25-34 years old,Man,37932.0
1168,United States of America,Bachelor’s degree,3.0,18-24 years old,Man,140000.0
1170,United States of America,Bachelor’s degree,10.0,25-34 years old,Man,115000.0
1171,United States of America,Bachelor’s degree,9.0,35-44 years old,Man,55000.0
1172,Austria,Less than a Bachelors,3.0,25-34 years old,Man,51189.0
1174,United States of America,Bachelor’s degree,4.0,18-24 years old,Man,70000.0
1176,United States of America,Master’s degree,32.0,55-64 years old,Man,170000.0
1177,United States of America,Bachelor’s degree,10.0,25-34 years old,Man,155000.0
1179,United States of America,Bachelor’s degree,3.0,25-34 years old,Man,155000.0
1181,United States of America,Bachelor’s degree,2.0,18-24 years old,Man,100000.0
1183,United States of America,Bachelor’s degree,2.0,18-24 years old,Man,90000.0
1185,United States of America,Bachelor’s degree,4.0,25-34 years old,Man,150000.0
1186,United States of America,Bachelor’s degree,20.0,35-44 years old,Man,115500.0
1187,Italy,Less than a Bachelors,0.5,18-24 years old,Man,20472.0
1188,Canada,Bachelor’s degree,2.0,25-34 years old,Man,70276.0
1190,Israel,Bachelor’s degree,6.0,25-34 years old,Man,69588.0
1191,Sweden,Less than a Bachelors,17.0,35-44 years old,Man,182841.0
1193,United States of America,Bachelor’s degree,7.0,25-34 years old,Man,140000.0
1195,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,25-34 years old,Man,109826.0
1197,United States of America,Bachelor’s degree,2.0,18-24 years old,Man,100000.0
1201,Sweden,Less than a Bachelors,16.0,35-44 years old,Man,91416.0
1202,Finland,Bachelor’s degree,4.0,25-34 years old,Man,63984.0
1203,Mexico,Bachelor’s degree,10.0,25-34 years old,Man,30108.0
1209,"Iran, Islamic Republic of...",Master’s degree,12.0,35-44 years old,Man,70920.0
1212,United States of America,Bachelor’s degree,37.0,55-64 years old,Man,126000.0
